source_record_id,business_id,bill_id,supplier_id,bill_date,due_date,bill_amount,amount_paid,bill_status,payment_date,currency,source_file
BILL_000305,SME_004,SME_004-BILL-00305,SUPP_SME_004_002,2025-02-28,14/04/2025,20130.73,20130.73,Paid,26/04/2025,ZAR,sme_004_accounting_export.csv
BILL_000306,SME_004,SME_004-BILL-00306,SUPP_SME_004_006,03 Apr 2025,02 Jun 2025,36808.59,13430.87,Partially Paid,2025-04-22,ZAR,sme_004_accounting_export.csv
BILL_000307,SME_004,SME_004-BILL-00307,SUPP_SME_004_009,10/02/2025,12 Mar 2025,31591.81,31591.81,Paid,28 Feb 2025,ZAR,sme_004_accounting_export.csv
BILL_000308,SME_004,SME_004-BILL-00308,SUPP_SME_004_001,2024-11-24,2024-12-09,2106.61,1000.55,Partially Paid,2024-12-26,ZAR,sme_004_accounting_export.csv
BILL_000309,SME_004,SME_004-BILL-00309,SUPP_SME_004_002,22/09/2024,21/11/2024,12340.45,12340.45,Paid,07/11/2024,ZAR,sme_004_accounting_export.csv
BILL_000310,SME_004,SME_004-BILL-00310,SUPP_SME_004_010,17/05/2025,2025-06-01,7911.95,7911.95,Paid,27/05/2025,ZAR,sme_004_accounting_export.csv
BILL_000311,SME_004,SME_004-BILL-00311,SUPP_SME_004_006,2024-08-28,27 Oct 2024,3144.12,3144.12,Paid,10/09/2024,ZAR,sme_004_accounting_export.csv
BILL_000312,SME_004,SME_004-BILL-00312,SUPP_SME_004_003,2024-05-27,2024-07-11,4791.3,4791.3,Paid,23/07/2024,ZAR,sme_004_accounting_export.csv
BILL_000313,SME_004,SME_004-BILL-00313,SUPP_SME_004_002,2024-05-31,15/07/2024,36371.7,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000314,SME_004,SME_004-BILL-00314,SUPP_SME_004_006,11/04/2024,11/05/2024,12748.29,12748.29,Paid,18/05/2024,ZAR,sme_004_accounting_export.csv
BILL_000315,SME_004,SME_004-BILL-00315,SUPP_SME_004_009,2025-07-11,09 Sep 2025,15992.84,15992.84,Paid,2025-07-13,ZAR,sme_004_accounting_export.csv
BILL_000316,SME_004,SME_004-BILL-00316,SUPP_SME_004_005,2024-11-15,30 Nov 2024,19685.18,19685.18,Paid,27 Nov 2024,ZAR,sme_004_accounting_export.csv
BILL_000317,SME_004,SME_004-BILL-00317,SUPP_SME_004_010,2025-04-30,2025-06-14,29924.7,29924.7,Paid,29/06/2025,ZAR,sme_004_accounting_export.csv
BILL_000318,SME_004,SME_004-BILL-00318,SUPP_SME_004_010,18/09/2025,2025-11-17,32035.63,32035.63,Paid,14/10/2025,ZAR,sme_004_accounting_export.csv
BILL_000319,SME_004,SME_004-BILL-00319,SUPP_SME_004_002,2025-03-22,21/04/2025,38567.32,38567.32,Paid,18/04/2025,ZAR,sme_004_accounting_export.csv
BILL_000320,SME_004,SME_004-BILL-00320,SUPP_SME_004_010,24 Aug 2024,08/10/2024,8821.78,8821.78,Paid,07/09/2024,ZAR,sme_004_accounting_export.csv
BILL_000321,SME_004,SME_004-BILL-00321,SUPP_SME_004_003,12 Oct 2025,2025-12-11,12392.11,8296.96,Partially Paid,2025-10-21,ZAR,sme_004_accounting_export.csv
BILL_000322,SME_004,SME_004-BILL-00322,SUPP_SME_004_010,10/04/2025,09/06/2025,12861.95,12861.95,Paid,2025-04-14,ZAR,sme_004_accounting_export.csv
BILL_000323,SME_004,SME_004-BILL-00323,SUPP_SME_004_008,2024-05-16,15/07/2024,18087.72,18087.72,Paid,29 Jul 2024,ZAR,sme_004_accounting_export.csv
BILL_000324,SME_004,SME_004-BILL-00324,SUPP_SME_004_005,06 Aug 2024,2024-09-20,32392.47,32392.47,Paid,02 Oct 2024,ZAR,sme_004_accounting_export.csv
BILL_000325,SME_004,SME_004-BILL-00325,SUPP_SME_004_002,15 Mar 2024,30/03/2024,9958.52,3822.34,Partially Paid,27 Mar 2024,ZAR,sme_004_accounting_export.csv
BILL_000326,SME_004,SME_004-BILL-00326,SUPP_SME_004_008,13 Mar 2025,12/05/2025,31425.41,18437.82,Partially Paid,11/05/2025,ZAR,sme_004_accounting_export.csv
BILL_000327,SME_004,SME_004-BILL-00327,SUPP_SME_004_001,08/05/2025,2025-06-07,8559.58,5312.02,Partially Paid,19 May 2025,ZAR,sme_004_accounting_export.csv
BILL_000328,SME_004,SME_004-BILL-00328,SUPP_SME_004_003,23/08/2024,2024-10-07,28550.83,28550.83,Paid,2024-09-22,ZAR,sme_004_accounting_export.csv
BILL_000329,SME_004,SME_004-BILL-00329,SUPP_SME_004_006,19 Oct 2025,2025-12-18,32060.55,32060.55,Paid,2025-12-19,ZAR,sme_004_accounting_export.csv
BILL_000330,SME_004,SME_004-BILL-00330,SUPP_SME_004_010,2024-10-16,2024-11-15,34224.46,34224.46,Paid,30/10/2024,ZAR,sme_004_accounting_export.csv
BILL_000331,SME_004,SME_004-BILL-00331,SUPP_SME_004_003,11/05/2024,25/06/2024,20656.28,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000332,SME_004,SME_004-BILL-00332,SUPP_SME_004_002,15 Sep 2024,30 Oct 2024,13484.24,13484.24,Paid,07 Oct 2024,ZAR,sme_004_accounting_export.csv
BILL_000333,SME_004,SME_004-BILL-00333,SUPP_SME_004_007,2024-12-18,2025-01-17,31009.18,31009.18,Paid,06 Jan 2025,ZAR,sme_004_accounting_export.csv
BILL_000334,SME_004,SME_004-BILL-00334,SUPP_SME_004_009,22/01/2025,21 Feb 2025,13176.2,13176.2,Paid,01 Mar 2025,ZAR,sme_004_accounting_export.csv
BILL_000335,SME_004,SME_004-BILL-00335,SUPP_SME_004_006,31 Oct 2024,30 Nov 2024,6349.51,1950.04,Partially Paid,17 Dec 2024,ZAR,sme_004_accounting_export.csv
BILL_000336,SME_004,SME_004-BILL-00336,SUPP_SME_004_005,24/08/2025,23/09/2025,33470.11,33470.11,Paid,2025-09-26,ZAR,sme_004_accounting_export.csv
BILL_000337,SME_004,SME_004-BILL-00337,SUPP_SME_004_004,2025-01-27,26 Feb 2025,16744.02,16744.02,Paid,08 Feb 2025,ZAR,sme_004_accounting_export.csv
BILL_000338,SME_004,SME_004-BILL-00338,SUPP_SME_004_002,25/02/2024,26 Mar 2024,23047.93,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000339,SME_004,SME_004-BILL-00339,SUPP_SME_004_008,12 Nov 2025,11/01/2026,36778.54,36778.54,Paid,20 Dec 2025,ZAR,sme_004_accounting_export.csv
BILL_000340,SME_004,SME_004-BILL-00340,SUPP_SME_004_007,2025-11-11,26 Nov 2025,5863.97,5863.97,Paid,06/12/2025,ZAR,sme_004_accounting_export.csv
BILL_000341,SME_005,SME_005-BILL-00341,SUPP_SME_005_006,21 Mar 2024,2024-04-20,22508.76,10050.29,Partially Paid,10 May 2024,ZAR,sme_005_accounting_export.csv
BILL_000342,SME_005,SME_005-BILL-00342,SUPP_SME_005_006,07 Mar 2024,2024-03-22,22571.2,10177.18,Partially Paid,2024-03-26,ZAR,sme_005_accounting_export.csv
BILL_000343,SME_005,SME_005-BILL-00343,SUPP_SME_005_007,2025-09-25,09/11/2025,34544.71,34544.71,Paid,27 Oct 2025,ZAR,sme_005_accounting_export.csv
BILL_000344,SME_005,SME_005-BILL-00344,SUPP_SME_005_010,20 Jul 2024,18/09/2024,13979.73,0.0,Overdue,,ZAR,sme_005_accounting_export.csv
BILL_000345,SME_005,SME_005-BILL-00345,SUPP_SME_005_003,2025-11-26,2026-01-25,16347.96,16347.96,Paid,2026-01-27,ZAR,sme_005_accounting_export.csv
BILL_000346,SME_005,SME_005-BILL-00346,SUPP_SME_005_005,2025-07-17,01 Aug 2025,21012.08,21012.08,Paid,18/07/2025,ZAR,sme_005_accounting_export.csv
BILL_000347,SME_005,SME_005-BILL-00347,SUPP_SME_005_002,14/11/2025,13/01/2026,7104.4,7104.4,Paid,04/01/2026,ZAR,sme_005_accounting_export.csv
BILL_000348,SME_005,SME_005-BILL-00348,SUPP_SME_005_001,23 Aug 2025,07 Oct 2025,19091.13,19091.13,Paid,18/10/2025,ZAR,sme_005_accounting_export.csv
BILL_000349,SME_005,SME_005-BILL-00349,SUPP_SME_005_001,31 Mar 2025,15 Apr 2025,17725.23,17725.23,Paid,2025-04-26,ZAR,sme_005_accounting_export.csv
BILL_000350,SME_005,SME_005-BILL-00350,SUPP_SME_005_008,2024-01-02,16/02/2024,8297.08,8297.08,Paid,2024-01-25,ZAR,sme_005_accounting_export.csv
BILL_000351,SME_005,SME_005-BILL-00351,SUPP_SME_005_005,05 Nov 2025,05 Dec 2025,33404.39,33404.39,Paid,19 Dec 2025,ZAR,sme_005_accounting_export.csv
BILL_000352,SME_005,SME_005-BILL-00352,SUPP_SME_005_009,2025-02-07,2025-04-08,17525.83,17525.83,Paid,24/02/2025,ZAR,sme_005_accounting_export.csv
BILL_000353,SME_005,SME_005-BILL-00353,SUPP_SME_005_006,2024-04-27,2024-06-26,12589.6,12589.6,Paid,26 Jun 2024,ZAR,sme_005_accounting_export.csv
BILL_000354,SME_005,SME_005-BILL-00354,SUPP_SME_005_007,10/08/2024,24/09/2024,5649.78,5649.78,Paid,26 Aug 2024,ZAR,sme_005_accounting_export.csv
BILL_000355,SME_005,SME_005-BILL-00355,SUPP_SME_005_003,03/04/2025,02/06/2025,4045.04,4045.04,Paid,01 May 2025,ZAR,sme_005_accounting_export.csv
BILL_000228_DUP,SME_004,SME_004-BILL-00228,SUPP_SME_004_001,04/08/2024,03/10/2024,1821.24,1821.24,Paid,18/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000043_DUP,SME_001,SME_001-BILL-00043,SUPP_SME_001_008,15/09/2025,15 Oct 2025,17633.25,17633.25,Paid,17/09/2025,ZAR,sme_001_accounting_export.csv
BILL_000257_DUP,SME_004,SME_004-BILL-00257,SUPP_SME_004_004,2024-08-20,04 Sep 2024,22703.16,9652.14,Partially Paid,08/09/2024,ZAR,sme_004_accounting_export.csv
BILL_000183_DUP,SME_004,SME_004-BILL-00183,SUPP_SME_004_007,2024-07-26,25 Aug 2024,38957.68,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
